,0
361,"['paper', 'title', 'impact', 'rural', 'electrification', 'poverty', 'reduction', 'horo', 'guduru', 'wollega', 'zone', 'oromia', 'regional', 'state', 'case', 'jima', 'genet', 'woreda', 'abstractthis', 'study', 'focus', 'impact', 'rural', 'electrification', 'reducing', 'poverty', 'jima', 'genet', 'district', 'three', 'stage', 'sampling', 'technique', 'used', 'select', 'total', 'respondent', 'study', 'grid', 'without', 'grid', 'service', 'respectively', '.descriptive', 'analysis', 'like', 'pie', 'chart', 'bar', 'graph', 'table', 'percentage', 'psm', 'econometric', 'model', 'used', 'data', 'analysis', 'result', 'study', 'reveals', 'le', 'five', 'percent', 'rural', 'population', 'study', 'area', 'using', 'network', 'electricity', 'service', 'study', 'identified', 'among', 'others', 'wood', 'metal', 'work', 'barber', 'service', 'beauty', 'salon', 'grain', 'milling', 'income', 'generating', 'activity', 'influenced', 'presence', 'grid', 'electricity', 'hand', 'lack', 'good', 'governance', 'individual', 'illegal', 'cut', 'tree', 'electric', 'pole', 'lack', 'reliability', 'service', 'low', 'application', 'standard', 'higher', 'bill', 'challenge', 'associated', 'grid', 'electricity', 'service', 'shortage', 'supply', 'like', 'transformer', 'kwhm', 'accessory', 'concrete', 'pole', 'truck', 'transportation', 'shortage', 'skilled', 'manpower', 'rural', 'village', 'kebeles', 'project', 'quality', 'problem', 'le', 'experienced', 'contractor', 'contractor', 'lack', 'commitment', 'accomplish', 'project', 'absence', 'rehabilitation', 'major', 'challenge', 'rural', 'electricity', 'furthermore', 'study', 'recommends', 'government', 'development', 'partner', 'secure', 'necessary', 'financial', 'resource', 'invest', 'rural', 'electrification', 'addition', 'attention', 'given', 'government', 'increase', 'good', 'governance', 'bringing', 'cooperation', 'society', 'eepco', 'expert', 'develop', 'transparency']"
362,"['allegation', 'ethio-eritrea', 'relation', 'sub-regionalintegration', 'conspire', 'horn', 'africa', 'article', 'aimed', 'analyzing', 'new', 'phase', 'rapprochement', 'ethio-eretrea', 'relation', 'negation', 'harmony', 'horn', 'africa', 'integration', 'horn', 'african', 'state', 'study', 'adopted', 'qualitative', 'research', 'methodology', 'approach', 'explain', 'allegation', 'efhio-eretrea', 'relation', 'implication', 'sub-regional', 'integration', 'initiative', 'region', 'relation', 'state', 'shared', 'border', 'never', 'demarcated', 'cause', 'ceasefire', 'resulted', 'hundred', 'thousand', 'soldier', 'faced', 'trench', 'dug', 'along', 'border', 'backed', 'heavy', 'artillery', 'massive', 'armament', 'side', 'entire', 'border', 'closed', 'since', 'may', 'creating', 'vast', 'scar', 'across', 'horn', 'africa', 'disrupting', 'trade', 'separating', 'family', 'hampering', 'development', 'relief', 'effort', 'cutting', 'ethiopia', 'access', 'sea', 'two', 'decade', 'two', 'brotherly', 'wood', 'war', 'signed', 'declaration', 'peace', 'july', 'formally', 'ending', 'war', 'country', 'setting', 'stage', 'new', 'era', 'harmonious', 'relation', 'agreement', 'specified', 'transport', 'trade', 'communication', 'link', 're-established', 'ability', 'make', 'phone', 'call', 'country', 'restored', 'flight', 'nation', 'resumed', 'plan', 'revive', 'embassy', 'respective', 'capital', 'going', 'study', 'researcher', 'recommended', 'peace', 'need', 'individual', 'rather', 'worldwide', 'state', 'also', 'nation', 'region', 'ought', 'give', 'concern', 'firm', 'solidarity']"
364,"['forecastability', 'measure', 'describe', 'complexity', 'site', 'deep', 'learning', 'wind', 'prediction', 'application', 'deep', 'learning', 'wind', 'time', 'series', 'multi-step', 'prediction', 'obtains', 'good', 'result', 'short', 'horizon', 'accuracy', 'wind', 'forecast', 'highly', 'dependent', 'specific', 'structure', 'wind', 'specific', 'location', 'many', 'local', 'feature', 'influence', 'wind', 'behaviour', 'characterization', 'complexity', 'site', 'wind', 'prediction', 'defined', 'forecastability', 'predictability', 'obtained', 'inner', 'structure', 'meteorological', 'time', 'series', 'observation', 'site', 'analyze', 'time', 'series', 'structure', 'searching', 'property', 'high', 'correlation', 'prediction', 'result', 'property', 'create', 'measure', 'potential', 'describe', 'forecastability', 'site', 'best', 'measure', 'show', 'high', 'correlation', 'accuracy', 'prediction', 'work', 'analyze', 'wind', 'time', 'series', '126,692', 'wind', 'location', 'u', 'apply', 'several', 'deep', 'learning', 'method', 'first', 'verify', 'several', 'forecastability', 'descriptor', 'accuracy', 'deep', 'learning', 'result', 'require', 'high-performance', 'computing', 'hpc', 'resource', 'task', 'deep', 'learning', 'algorithm', 'sensible', 'resource', 'requirement', 'applied', 'large', 'set', 'data', 'measure', 'defined', 'explored', 'work', 'based', 'several', 'technique', 'decompose', 'transform', 'wind', 'time-series', 'combining', 'several', 'measure', 'obtain', 'better', 'predictor', 'site', 'complexity', 'allow', 'u', 'evaluate', 'future', 'error', 'prediction', 'site', 'forecastability', 'measure', 'contribute', 'wind', 'site', 'multi-dimensional', 'description', 'becoming', 'valuable', 'tool', 'wind', 'resource', 'analyst', 'wind', 'forecaster']"
365,"['size', 'shape', 'matter', 'need', 'hpc', 'benchmark', 'high', 'resolution', 'image', 'training', 'deep', 'learning', 'one', 'purpose', 'hpc', 'benchmark', 'identify', 'limitation', 'bottleneck', 'hardware', 'functionality', 'particularly', 'influential', 'assessing', 'performance', 'emerging', 'task', 'nature', 'requirement', 'may', 'yet', 'fully', 'understood', 'setting', 'proper', 'benchmark', 'steer', 'design', 'next', 'generation', 'hardware', 'properly', 'identifying', 'said', 'requirement', 'quicken', 'deployment', 'novel', 'solution', 'increasing', 'popularity', 'deep', 'learning', 'workload', 'benchmark', 'family', 'task', 'gaining', 'popularity', 'particularly', 'image', 'based', 'task', 'rely', 'well', 'established', 'family', 'deep', 'learning', 'model', 'convolutional', 'neural', 'network', 'significantly', 'benchmark', 'cnn', 'use', 'low-resolution', 'fixed-shape', 'lr', 'f', 'image', 'sort', 'input', 'successful', 'certain', 'purpose', 'insufficient', 'domain', 'special', 'interest', 'e.g.', 'medical', 'image', 'diagnosis', 'autonomous', 'driving', 'one', 'requires', 'higher', 'resolution', 'variable-shape', 'hr', 'v', 'image', 'avoid', 'loss', 'information', 'deformation', 'today', 'still', 'unclear', 'image', 'resolution', 'shape', 'variability', 'affect', 'nature', 'problem', 'computational', 'perspective', 'paper', 'ass', 'difference', 'training', 'lr', 'f', 'hr', 'v', 'mean', 'justify', 'importance', 'building', 'benchmark', 'specific', 'latter', 'result', 'three', 'different', 'hpc', 'cluster', 'show', 'significant', 'variation', 'time', 'resource', 'memory', 'management', 'highlighting', 'difference', 'lr', 'f', 'hr', 'v', 'image', 'deep', 'learning']"
366,"['micro-workflows', 'data', 'stream', 'processing', 'model', 'industrial', 'internet', 'thing', 'fog', 'computing', 'paradigm', 'become', 'prominent', 'stream', 'processing', 'iot', 'system', 'cloud', 'computing', 'struggle', 'high', 'latency', 'challenge', 'enables', 'deployment', 'computational', 'resource', 'edge', 'cloud', 'layer', 'help', 'resolve', 'constraint', 'primarily', 'due', 'need', 'react', 'real-time', 'state', 'change', 'improve', 'locality', 'data', 'storage', 'overcome', 'external', 'communication', 'channel', '’', 'limitation', 'urgent', 'need', 'tool', 'platform', 'model', 'implement', 'manage', 'monitor', 'complex', 'fog', 'computing', 'workflow', 'traditional', 'scientific', 'workflow', 'management', 'system', 'swmss', 'provide', 'modularity', 'flexibility', 'design', 'execute', 'monitor', 'complex', 'computational', 'workflow', 'used', 'smart', 'industry', 'application', 'however', 'mainly', 'focused', 'batch', 'execution', 'job', 'consisting', 'tightly', 'coupled', 'task', 'integrating', 'data', 'stream', 'swmss', 'iot', 'system', 'challenging', 'proposed', 'microworkflow', 'model', 'redesign', 'monolith', 'architecture', 'workflow', 'system', 'set', 'smaller', 'independent', 'workflow', 'support', 'stream', 'processing', 'micro-workflow', 'independent', 'data', 'stream', 'processing', 'service', 'deployed', 'different', 'layer', 'fog', 'computing', 'environment', 'validate', 'feasibility', 'practicability', 'micro-workflow', 'refactoring', 'provide', 'intensive', 'experimental', 'analysis', 'evaluating', 'interval', 'sensor', 'message', 'time', 'interval', 'required', 'create', 'message', 'sending', 'sensor', 'message', 'receiving', 'message', 'swms', 'including', 'data', 'serialization', 'network', 'latency', 'etc', 'show', 'proposed', 'decoupling', 'support', 'independence', 'implementation', 'execution', 'development', 'maintenance', 'cross-platform', 'deployment', 'micro-workflow', 'becomes', 'standalone', 'computational', 'unit', 'suitable', 'mechanism', 'iot', 'stream', 'processing']"
368,"['sally', 'met', 'harry', 'ai', 'met', 'hpc']"
369,"['marenostrum', 'experimental', 'exascale', 'platform', 'meep', 'nascent', 'open', 'source', 'instruction', 'set', 'architecture', 'openpower', 'risc-v', 'allow', 'software/hardware', 'co-designers', 'fully', 'utilize', 'underlying', 'hardware', 'modify', 'extend', 'based', 'need', 'paper', 'introduce', 'vision', 'marenostrum', 'experimental', 'exascale', 'platform', 'meep', 'open', 'source', 'platform', 'enabling', 'software', 'hardware', 'stack', 'experimentation', 'targeting', 'high-performance', 'computing', 'hpc', 'ecosystem', 'meep', 'built', 'state-of-the-art', 'fpgas', 'support', 'pcie', 'high', 'bandwidth', 'memory', 'hbm', 'making', 'ideal', 'emulate', 'chiplet-based', 'hpc', 'accelerator', 'acme', 'chip', 'package', 'and/or', 'system', 'level', 'meep', 'provides', 'fpga', 'shell', 'containing', 'standardized', 'interface', 'i/o', 'memory', 'enabling', 'emulated', 'accelerator', 'communicate', 'hardware', 'fpga', 'ensures', 'quick', 'integration', 'first', 'demonstration', 'meep', 'mapping', 'new', 'accelerator', 'accelerated', 'compute', 'memory', 'engine', 'acme', 'digital', 'laboratory', 'enables', 'exploration', 'novel', 'disaggregated', 'architecture', 'separate', 'computation', 'memory', 'operation', 'optimizing', 'accelerator', 'dense', 'compute-bound', 'well', 'sparse', 'memory-bandwidth', 'bound', 'workload', 'dense', 'workload', 'focus', 'computational', 'capability', 'engine', 'dedicated', 'processor', 'memory', 'access', 'optimize', 'non-unit', 'stride', 'and/or', 'random', 'memory', 'access', 'required', 'sparse', 'workload', 'meep', 'open', 'source', 'digital', 'laboratory', 'provide', 'future', 'environment', 'full-stack', 'co-design', 'pre-silicon', 'exploration', 'meep', 'invite', 'software', 'developer', 'hardware', 'engineer', 'build', 'application', 'compiler', 'library', 'hardware', 'solve', 'future', 'challenge', 'hpc', 'ai', 'ml', 'dl', 'domain']"
370,"['sally', 'met', 'harry', 'ai', 'met', 'hpc']"
371,"['fog', 'computing', 'state', 'art', 'concept', 'classification', 'platform', 'support', 'distributed', 'computing', 'system', 'internet', 'thing', 'iot', 'becomes', 'part', 'daily', 'life', 'rapid', 'growth', 'connected', 'device', 'well-established', 'approach', 'based', 'cloud', 'computing', 'technology', 'provide', 'necessary', 'quality', 'service', 'environment', 'particularly', 'term', 'reducing', 'data', 'latency', 'today', 'fog', 'computing', 'technology', 'seen', 'novel', 'approach', 'processing', 'large', 'amount', 'critical', 'time-sensitive', 'data', 'article', 'review', 'cloud', 'computing', 'technology', 'analyzes', 'prerequisite', 'evolution', 'approach', 'emergence', 'concept', 'fog', 'computing', 'part', 'overview', 'critical', 'feature', 'fog', 'computing', 'analyze', 'frequent', 'confusion', 'concept', 'fog', 'edge', 'computing', 'provide', 'overview', 'fog', 'computing', 'technology', 'virtualization', 'containerization', 'orchestration', 'scalability', 'parallel', 'computing', 'environment', 'well', 'systematic', 'analysis', 'popular', 'platform', 'support', 'fog', 'computing', 'result', 'analysis', 'offer', 'two', 'approach', 'classification', 'fog', 'computing', 'platform', 'principle', 'openness/closure', 'component', 'three-level', 'classification', 'based', 'provided', 'platform', 'functionality', 'deploy-', 'platform-', 'ecosystem', 'service']"
372,"['accelerating', 'seismic', 'redatuming', 'using', 'tile', 'low-rank', 'approximation', 'nec', 'sx-aurora', 'tsubasa', 'aim', 'imaging', 'subsurface', 'discontinuity', 'seismic', 'data', 'recorded', 'surface', 'earth', 'must', 'numerically', 're-positioned', 'inside', 'subsurface', 'reflection', 'originated', 'process', 'referred', 'redatuming', 'recently', 'developed', 'marchenko', 'method', 'able', 'handle', 'full-wavefield', 'data', 'including', 'multiple', 'arrival', 'downside', 'approach', 'multi-dimensional', 'convolution', 'operator', 'must', 'repeatedly', 'evaluated', 'solve', 'expensive', 'inverse', 'problem', 'operator', 'applies', 'multiple', 'dense', 'matrix-vector', 'multiplication', 'mvm', 'identify', 'leverage', 'data', 'sparsity', 'structure', 'frequency', 'matrix', 'propose', 'accelerate', 'mvm', 'step', 'using', 'tile', 'low-rank', 'tlr', 'matrix', 'approximation', 'study', 'tlr', 'impact', 'time-to-solution', 'mvm', 'using', 'different', 'accuracy', 'threshold', 'whilst', 'time', 'assessing', 'quality', 'resulting', 'subsurface', 'seismic', 'wavefields', 'show', 'tlr', 'lead', 'minimal', 'degradation', 'term', 'signal-to-noise', 'ratio', '3d', 'synthetic', 'dataset', 'mitigate', 'load', 'imbalance', 'overhead', 'provide', 'performance', 'evaluation', 'two', 'distributed-memory', 'system', 'mpi+openmp', 'tlr-mvm', 'implementation', 'reach', '3x', 'performance', 'speedup', 'dense', 'mvm', 'counterpart', 'nec', 'scientific', 'library', 'nec', 'sx-aurora', 'tsubasa', 'card', 'thanks', 'second', 'generation', 'high', 'bandwidth', 'memory', 'technology', 'attains', '67x', 'performance', 'speedup', 'compared', 'dense', 'mvm', 'intel', 'mkl', 'running', 'dual-socket', '20-core', 'intel', 'cascade', 'lake', 'node', 'ddr4', 'memory', 'corresponds', 'tb/s', 'aggregated', 'sustained', 'bandwidth', 'tlr-mvm', 'implementation', 'without', 'suffering', 'deterioration', 'quality', 'reconstructed', 'seismic', 'wavefields']"
373,"['valipro', 'linear', 'programming', 'validator', 'cluster', 'computing', 'system', 'article', 'present', 'evaluates', 'scalable', 'algorithm', 'validating', 'solution', 'linear', 'programming', 'problem', 'cluster', 'computing', 'system', 'main', 'idea', 'method', 'generate', 'regular', 'set', 'point', 'validation', 'set', 'small-radius', 'hypersphere', 'centered', 'solution', 'point', 'submitted', 'validation', 'objective', 'function', 'computed', 'point', 'validation', 'belongs', 'feasible', 'region', 'value', 'le', 'equal', 'value', 'objective', 'function', 'point', 'validated', 'point', 'correct', 'solution', 'parallel', 'implementation', 'valipro', 'algorithm', 'written', 'c++', 'parallel', 'bsf-skeleton', 'encapsulates', 'aspect', 'related', 'mpi-based', 'parallelization', 'program', 'provide', 'result', 'large-scale', 'computational', 'experiment', 'cluster', 'computing', 'system', 'study', 'scalability', 'valipro', 'algorithm']"
374,"['gpu', 'acceleration', 'viola', 'jones', ""'s"", 'eye', 'detection', 'based', 'human', 'machine', 'interface', 'drive', 'intelligent', 'wheelchair', 'emergence', 'low-cost', 'perception', 'sensor', 'abundance', 'inexpensive', 'machine', 'vision', 'camera', 'allow', 'incorporating', 'intelligent', 'human', 'user', 'interface', 'electrical', 'powered', 'wheelchair', 'platform', 'currently', 'interface', 'rely', 'computer', 'vision', 'image', 'processing', 'algorithm', 'require', 'significant', 'computing', 'power', 'real-time', 'autonomous', 'navigation', 'new', 'trend', 'come', 'wide', 'use', 'use', 'graphic', 'processing', 'unit', 'originally', 'designed', '3d', 'rendering', 'cooperation', 'central', 'processing', 'unit', 'perform', 'computer', 'vision', 'massively', 'parallel', 'time-consuming', 'application', 'present', 'paper', 'propose', 'gpu-accelerated', 'method', 'parallelize', 'viola', 'jones', 'eye', 'detection', 'system', 'based', 'adaptive', 'boosting', 'technique', 'system', 'applied', 'human-machine', 'interface', 'rapid', 'feedback', 'reaction', 'control', 'smart', 'wheelchair', 'designed', 'people', 'disability', 'acceleration', 'data', 'processing', 'smart', 'wheelchair', 'act', 'low-speed', 'autonomous', 'vehicle', 'addressed', 'focus', 'implementation', 'system', 'mobile', 'high-performance', 'computing', 'cpu/gpu', 'cluster', 'added', 'value', 'proposed', 'implementation', 'parallel', 'strategy', 'adopted', 'viola', 'jones', 'algorithm', 'using', 'opencl', 'api', 'compared', 'multi-threaded', 'version', 'pixel', 'image', 'opencl', 'c-based', 'gpu', 'version', 'took', 'around', 'millisecond', 'nearly', '116.791', 'millisecond', 'multi-threaded', 'one', 'achieving', 'nearly', '2.1', 'speedup', 'without', 'precision', 'degradation', 'strategy', 'prove', 'useful', 'gpu', 'implementation', 'detection/recognition', 'method', 'especially', 'devoted', 'intelligent', 'human-machine', 'interface']"
